Brand,Model,CPU,GPU,RAM_GB,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Discount_percent,Price_SGD,Brand_Discount,Member_Discount
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4060,128,2048,False,2.63,17.3,5.14,3298.8,100,230.92
Asus,ROG Zephyrus G15,Intel i5-14500H,Intel Iris Xe,128,1024,True,2.48,16.0,4.66,2616.4,100,183.15
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4070,32,512,False,1.55,16.0,3.19,2677.2,100,133.86
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,256,True,2.91,17.3,6.02,2643.61,100,185.05
Asus,VivoBook S15,Intel i5-14500H,NVIDIA RTX 4050,32,1024,True,2.58,17.3,4.0,2098.4,100,146.89
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4080,32,2048,False,3.08,17.3,2.88,3530.8,100,247.16
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,128,4096,True,1.25,14.0,4.05,3673.6,100,257.15
Asus,ExpertBook B9,Intel i5-14600H,Intel Iris Xe,16,1024,False,2.23,15.6,5.34,1600.4,100,96.02
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4060,16,512,False,2.32,15.6,6.15,2249.2,100,134.95
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,AMD Radeon 780M,8,1024,True,2.79,18.4,4.67,2106.4,100,147.45
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,32,1024,False,1.09,13.3,4.89,2028.4,100,121.7
Asus,ROG Zephyrus G15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,4096,False,2.12,16.0,6.71,2243.6,100,112.18
Asus,ZenBook 14,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,4096,True,1.51,15.6,2.5,4023.6,100,241.42
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,1024,False,1.11,14.0,5.38,2284.4,100,159.91
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4060,128,1024,False,2.26,15.6,4.94,3196.4,100,223.75
Asus,VivoBook S15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,1024,False,1.45,13.3,3.9,2998.4,100,179.9
Asus,ZenBook 14,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,512,False,1.21,14.0,3.88,2427.2,100,169.9
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,2048,False,1.3,13.3,6.84,3356.79,100,201.41
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,16,256,True,2.1,15.6,3.68,1893.6,100,94.68
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,Intel Arc A750M,64,256,True,1.43,13.3,4.79,1897.59,100,113.86
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,4096,False,1.44,13.3,4.86,2755.6,100,192.89
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,256,False,2.51,18.4,4.47,3169.6,100,158.48
Asus,ZenBook 14,AMD Ryzen 7 8800H,AMD Radeon 780M,16,4096,False,3.05,18.4,3.15,2357.6,100,141.46
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,256,True,3.32,18.4,3.3,2471.6,100,148.3
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 3050,16,256,False,1.04,14.0,5.43,1573.6,100,78.68
Asus,VivoBook S15,Intel i5-14500H,Intel Iris Xe,16,256,False,1.63,16.0,5.62,1523.6,100,91.42
Asus,ZenBook 14,AMD Ryzen 7 8800H,NVIDIA RTX 4060,8,2048,True,1.25,13.3,3.35,2508.8,100,150.53
Asus,ZenBook 14,Intel Core Ultra 9 15700H,Intel Arc A750M,32,512,True,1.05,13.3,4.93,1747.2,100,104.83
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4070,16,256,True,2.52,17.3,5.75,2643.6,100,158.62
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 3050,8,2048,False,1.43,14.0,5.03,1608.8,100,112.62
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,512,False,3.05,18.4,6.23,2977.2,100,148.86
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,16,4096,True,2.24,15.6,3.35,3327.6,100,232.93
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,16,512,True,1.05,13.3,3.89,2419.2,100,145.15
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,4096,False,2.66,17.3,2.31,1907.6,100,95.38
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,32,1024,True,1.99,15.6,4.61,3548.4,100,248.39
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4070,128,256,True,1.24,13.3,2.02,3889.6,100,194.48
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 4050,128,1024,True,1.8,15.6,5.24,2866.4,100,171.98
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,4096,False,2.62,17.3,6.33,2543.6,100,152.62
Asus,ZenBook 14,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,1024,False,3.08,18.4,3.76,2684.4,100,134.22
Asus,ZenBook 14,AMD Ryzen 5 8600H,AMD Radeon 680M,8,256,True,2.58,18.4,5.18,1579.6,100,110.57
Asus,ZenBook 14,Intel i5-14500H,Intel Iris Xe,32,1024,True,1.17,14.0,4.46,1898.4,100,94.92
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4070,128,1024,False,1.77,16.0,3.98,3496.4,100,174.82
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,128,256,True,1.0,14.0,2.79,3889.6,100,272.27
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4080,8,1024,False,1.82,16.0,2.42,3236.4,100,194.18
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,128,512,True,2.96,17.3,6.05,3565.2,100,249.56
Asus,TUF Gaming F15,Intel i5-14500H,Intel Iris Xe,32,4096,True,3.23,17.3,5.23,2155.6,100,150.89
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 3050,16,512,True,2.22,15.6,6.82,1669.2,100,100.15
Asus,ExpertBook B9,Intel i5-14500H,NVIDIA RTX 4050,32,2048,False,1.9,16.0,5.15,2080.8,100,124.85
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,256,True,3.18,17.3,6.21,2027.6,100,121.66
Asus,ZenBook 14,Intel i7-14800H,NVIDIA RTX 4080,64,2048,False,3.05,17.3,6.68,3486.8,100,174.34
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,2048,False,2.78,17.3,3.69,3086.8,100,185.21
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,256,True,2.4,15.6,2.34,2521.6,100,126.08
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4070,64,256,False,2.03,16.0,2.18,3207.6,100,192.46
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,2048,True,2.8,17.3,2.32,4018.8,100,200.94
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,512,False,3.24,17.3,6.31,1933.21,100,135.32
Asus,TUF Gaming F15,Intel i9-14900HK,NVIDIA RTX 4080,128,256,False,3.17,18.4,2.19,4119.6,100,288.37
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,32,256,False,2.86,17.3,6.58,2951.59,100,206.61
Asus,VivoBook S15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,4096,False,2.62,17.3,6.79,3503.6,100,210.22
Asus,ZenBook 14,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,512,True,1.18,13.3,5.18,2469.2,100,148.15
Asus,TUF Gaming F15,Intel i9-14900HK,NVIDIA RTX 4080,32,1024,False,1.02,13.3,2.03,3478.4,100,208.7
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,32,4096,False,1.17,14.0,2.76,3785.6,100,227.14
Asus,ZenBook 14,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,4096,True,1.18,13.3,5.61,3561.6,100,213.7
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,8,1024,False,1.37,14.0,2.65,1756.4,100,122.95
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,128,2048,True,1.09,13.3,4.09,3468.8,100,208.13
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4060,32,256,True,1.67,15.6,4.72,2471.6,100,148.3
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,4096,True,2.23,15.6,6.98,3923.6,100,274.65
Asus,ZenBook 14,Intel i7-14700H,NVIDIA RTX 4060,16,256,False,3.12,18.4,4.98,2223.6,100,111.18
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,4096,True,2.11,16.0,6.97,1963.6,100,98.18
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,64,256,True,1.51,16.0,4.51,3027.6,100,181.66
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,512,True,1.62,15.6,2.68,2303.2,100,138.19
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 3050,128,256,True,1.24,13.3,4.34,2589.6,100,155.38
Asus,ExpertBook B9,Intel i7-14800H,NVIDIA RTX 4060,64,256,False,2.06,15.6,6.74,2607.6,100,156.46
Asus,ZenBook 14,Intel i7-14700H,NVIDIA RTX 4070,128,1024,True,2.62,18.4,3.28,3616.4,100,216.98
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,2048,False,1.86,15.6,2.75,4298.8,100,300.92
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,256,True,3.42,18.4,6.3,2277.6,100,159.43
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,8,256,True,2.85,17.3,6.64,2879.6,100,143.98
Asus,ROG Zephyrus G15,Intel i5-14500H,Intel Iris Xe,64,256,True,1.42,14.0,6.01,1997.6,100,99.88
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,4096,False,1.92,16.0,4.62,4103.6,100,287.25
Asus,TUF Gaming F15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,8,256,False,1.35,13.3,2.61,2129.6,100,106.48
Asus,TUF Gaming F15,Intel i7-14800H,NVIDIA RTX 4080,16,4096,False,3.04,17.3,6.03,3307.6,100,165.38
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,8,256,False,3.19,18.4,6.3,1709.61,100,85.48
Asus,VivoBook S15,Intel Core Ultra 9 15700H,Intel Arc A750M,64,512,True,1.0,13.3,5.8,2003.2,100,100.16
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4080,16,512,False,2.2,15.6,2.26,2949.2,100,176.95
Asus,ZenBook 14,Intel Core Ultra 9 15700H,Intel Arc A750M,128,2048,False,2.68,17.3,2.79,2498.8,100,174.92
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,256,False,1.02,14.0,4.24,3657.6,100,182.88
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,64,1024,True,1.68,15.6,2.59,2804.4,100,168.26
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,16,1024,False,1.81,15.6,5.14,2600.4,100,182.03
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 3050,8,256,False,3.37,17.3,2.17,1459.6,100,72.98
Asus,ROG Zephyrus G15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,4096,False,2.78,18.4,5.89,1743.6,100,122.05
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,4096,False,1.16,13.3,4.86,2341.6,100,140.5
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,1024,False,3.14,17.3,6.17,1536.4,100,107.55
Asus,VivoBook S15,Intel i5-14500H,NVIDIA RTX 4050,64,512,False,2.68,18.4,4.86,2183.2,100,109.16
Asus,ZenBook 14,Intel i9-14900HK,NVIDIA RTX 4070,64,512,False,3.18,17.3,5.51,3233.2,100,226.32
Asus,ZenBook 14,AMD Ryzen 5 8600H,AMD Radeon 680M,64,512,True,2.58,17.3,5.96,2053.2,100,123.19
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,2048,True,1.49,13.3,6.75,2176.8,100,152.38
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,64,1024,True,3.18,17.3,6.44,2354.4,100,117.72
Asus,ZenBook 14,AMD Ryzen 7 8800H,AMD Radeon 780M,32,512,False,2.99,18.4,6.0,2127.2,100,148.9
Asus,ZenBook 14,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,1024,True,2.33,15.6,2.11,3916.4,100,234.98
Asus,ROG Zephyrus G15,Intel i5-14500H,Intel Iris Xe,8,256,True,1.05,14.0,6.2,1629.59,100,81.48
Asus,VivoBook S15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,4096,True,2.95,17.3,4.78,3511.6,100,245.81
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,Intel Arc A750M,8,256,True,2.2,16.0,5.12,1479.6,100,73.98
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,1024,False,1.88,16.0,4.16,2684.4,100,134.22
Asus,ZenBook 14,Intel i5-14600H,NVIDIA RTX 3050,64,256,False,1.9,16.0,4.99,1907.6,100,95.38
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,1024,True,2.51,18.4,5.87,2354.4,100,141.26
Asus,ExpertBook B9,Intel i5-14500H,NVIDIA RTX 4050,8,1024,True,1.83,16.0,3.85,1906.4,100,133.45
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,2048,True,1.12,14.0,6.35,2506.8,100,175.48
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,128,512,True,1.03,14.0,5.48,2615.2,100,130.76
Asus,VivoBook S15,Intel i5-14500H,Intel Iris Xe,64,4096,True,1.28,14.0,4.51,2461.6,100,123.08
Asus,VivoBook S15,Intel i5-14500H,NVIDIA RTX 3050,16,512,False,1.35,14.0,3.2,1519.2,100,75.96
Asus,VivoBook S15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,1024,True,1.23,14.0,5.15,3966.4,100,237.98
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,256,True,2.24,16.0,5.47,3027.6,100,151.38
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 3050,8,1024,True,1.29,13.3,3.95,1706.4,100,102.38
Asus,ExpertBook B9,AMD Ryzen 7 8800H,AMD Radeon 780M,128,4096,False,2.59,17.3,2.68,3253.6,100,195.22
Asus,ROG Zephyrus G15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,1024,True,1.37,14.0,5.75,2326.4,100,162.85
Asus,ZenBook 14,Intel i7-14800H,NVIDIA RTX 4060,32,512,True,3.46,17.3,5.87,2497.2,100,124.86
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4070,64,2048,False,3.0,17.3,4.9,3086.8,100,185.21
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,2048,False,1.14,14.0,3.53,3648.8,100,255.42
Asus,VivoBook S15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,512,False,2.31,16.0,5.3,3145.2,100,220.16
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,2048,True,1.1,14.0,6.4,3868.8,100,232.13
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,512,False,2.02,15.6,4.52,2933.2,100,146.66
Asus,TUF Gaming F15,Intel i7-14800H,NVIDIA RTX 4070,128,2048,True,1.19,14.0,2.88,3768.8,100,188.44
Asus,ExpertBook B9,Intel Core Ultra 7 15500H,Intel Arc A750M,128,1024,False,2.27,15.6,3.14,2396.4,100,167.75
Asus,ZenBook 14,Intel i5-14500H,Intel Iris Xe,16,4096,False,1.57,15.6,6.92,1907.6,100,133.53
Asus,ROG Zephyrus G15,AMD Ryzen 7 8800H,AMD Radeon 780M,8,256,False,1.63,15.6,4.56,1909.6,100,133.67
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,4096,False,1.28,14.0,3.1,2591.6,100,129.58
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4060,8,512,False,2.44,16.0,2.11,2185.2,100,109.26
Asus,ZenBook 14,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,512,True,2.39,16.0,4.99,2753.2,100,137.66
Asus,ExpertBook B9,Intel i5-14500H,Intel Iris Xe,16,256,True,1.45,14.0,5.76,1613.6,100,96.82
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,8,256,True,2.88,17.3,3.79,1579.6,100,94.78
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,64,256,False,2.03,16.0,3.16,2157.6,100,129.46
Asus,VivoBook S15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,4096,True,2.65,18.4,2.78,2855.6,100,199.89
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,128,512,False,2.75,18.4,6.01,4145.2,100,207.26
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4080,16,1024,True,1.36,14.0,4.83,3090.4,100,154.52
Asus,ROG Zephyrus G15,Intel i5-14600H,NVIDIA RTX 3050,128,256,False,1.79,15.6,3.78,2419.6,100,169.37
Asus,ROG Zephyrus G15,Intel i5-14600H,NVIDIA RTX 4050,16,512,False,3.48,18.4,5.02,1799.2,100,107.95
Asus,VivoBook S15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,1024,False,2.99,17.3,2.18,2896.4,100,173.78
Asus,ROG Zephyrus G15,Intel i5-14500H,NVIDIA RTX 3050,64,1024,False,2.63,18.4,3.11,1984.4,100,99.22
Asus,ZenBook 14,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,1024,False,1.17,13.3,4.89,1900.4,100,133.03
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,4096,False,1.45,13.3,6.36,2877.6,100,172.66
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4070,128,4096,True,1.78,15.6,6.11,4223.6,100,253.42
Asus,ZenBook 14,Intel Core Ultra 7 15500H,Intel Arc A750M,8,1024,True,2.89,18.4,4.88,1556.4,100,77.82
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,4096,False,2.63,18.4,2.91,2907.6,100,145.38
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,128,4096,True,1.61,15.6,5.16,3173.6,100,222.15
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 4050,32,2048,False,1.4,13.3,2.99,2050.8,100,143.56
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,4096,False,1.41,13.3,2.4,3305.6,100,231.39
Dell,Alienware M15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,512,True,1.96,16.0,3.18,2905.2,120,203.36
Dell,Alienware M15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,4096,True,3.34,18.4,5.96,2405.6,120,144.34
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,1024,True,1.47,13.3,6.25,2074.4,120,124.46
Dell,XPS 13,Intel i9-14900HK,NVIDIA RTX 4070,64,256,False,2.46,16.0,5.74,3207.6,120,160.38
Dell,XPS 13,Intel i5-14500H,Intel Iris Xe,8,1024,True,2.03,16.0,4.79,1656.4,120,82.82
Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 3050,16,1024,False,2.89,17.3,5.63,1600.4,120,80.02
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,4096,True,1.43,14.0,6.47,3081.6,120,154.08
Dell,Alienware M15,Intel Core Ultra 7 15500H,Intel Arc A750M,32,4096,False,1.23,14.0,2.23,1985.6,120,119.14
Dell,Latitude 7420,Intel Core Ultra 9 15700H,Intel Arc A750M,32,512,True,2.91,18.4,3.32,1697.2,120,84.86
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,256,True,1.34,14.0,4.41,2249.6,120,112.48
Dell,XPS 13,Intel Core Ultra 7 15500H,Intel Arc A750M,128,256,False,2.46,16.0,2.45,2319.6,120,139.18
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,256,False,1.21,13.3,5.07,1957.6,120,137.03
Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4070,8,1024,False,2.39,15.6,3.87,2536.4,120,177.55
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,1024,False,2.79,17.3,6.03,1984.4,120,99.22
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,512,True,2.14,15.6,5.6,2753.2,120,192.72
Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,64,4096,True,2.46,16.0,2.3,2811.6,120,196.81
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,4096,True,1.23,13.3,4.2,3461.6,120,207.7
Dell,Latitude 7420,Intel i5-14600H,NVIDIA RTX 3050,128,2048,True,3.0,18.4,6.72,2718.8,120,163.13
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,2048,True,3.4,18.4,6.92,2968.8,120,148.44
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,1024,True,3.06,17.3,4.51,3804.4,120,266.31
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4070,64,4096,False,1.73,16.0,2.63,3291.6,120,230.41
Dell,Alienware M15,Intel i9-14900HK,NVIDIA RTX 4070,32,256,True,3.45,17.3,3.59,3071.6,120,215.01
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,32,2048,True,1.47,14.0,6.15,2920.8,120,175.25
Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,8,512,True,1.03,14.0,6.01,1555.2,120,93.31
Dell,XPS 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,1024,False,1.49,14.0,5.21,2398.4,120,143.9
Dell,XPS 13,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,4096,True,1.09,14.0,6.73,4161.6,120,208.08
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,64,2048,True,1.59,16.0,2.23,3206.8,120,192.41
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,8,1024,True,2.07,16.0,3.9,2356.4,120,141.38
Dell,Alienware M15,Intel Core Ultra 7 15500H,Intel Arc A750M,8,512,False,2.9,18.4,3.92,1385.2,120,96.96
Dell,Inspiron 15,Intel i7-14800H,NVIDIA RTX 4060,64,1024,True,2.68,18.4,4.0,2804.4,120,168.26
Dell,XPS 13,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,256,True,3.32,17.3,5.98,2521.6,120,126.08
Dell,Alienware M15,Intel i5-14500H,NVIDIA RTX 4050,64,512,True,1.11,14.0,4.02,2353.2,120,117.66
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,512,False,2.81,17.3,4.52,2933.2,120,205.32
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,128,256,True,3.09,17.3,6.49,3539.6,120,176.98
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,512,True,2.77,18.4,4.71,3153.2,120,220.72
Dell,Alienware M15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,1024,False,2.0,16.0,2.4,1436.4,120,71.82
Dell,Inspiron 15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,4096,True,1.37,14.0,6.64,2875.6,120,172.54
Dell,XPS 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,2048,True,2.49,16.0,5.08,3418.79,120,205.13
Dell,Latitude 7420,AMD Ryzen 5 8600H,AMD Radeon 680M,8,256,True,3.26,17.3,3.93,1579.6,120,110.57
Dell,Inspiron 15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,256,True,1.91,16.0,2.74,1643.6,120,98.62
Dell,XPS 13,Intel Core Ultra 9 15700H,Intel Arc A750M,8,4096,True,3.07,17.3,6.28,1863.6,120,93.18
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4060,32,512,False,1.05,14.0,3.31,2427.2,120,121.36
Dell,Alienware M15,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,4096,False,1.33,14.0,6.45,3523.6,120,211.42
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,512,True,1.45,13.3,3.31,1639.2,120,114.74
Dell,Latitude 7420,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,256,True,1.2,14.0,3.07,3689.6,120,184.48
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4060,32,2048,True,1.3,13.3,5.77,2620.8,120,131.04
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,256,True,2.84,18.4,6.06,2027.6,120,101.38
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4070,16,1024,True,2.05,15.6,2.06,2720.4,120,136.02
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,4096,True,1.4,14.0,5.15,3381.6,120,169.08
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4080,128,1024,True,1.34,13.3,5.85,3986.4,120,279.05
Dell,XPS 15,Intel i5-14500H,NVIDIA RTX 4050,16,256,False,1.08,13.3,6.2,1823.6,120,109.42
Dell,XPS 15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,512,False,1.31,13.3,6.97,2603.2,120,156.19
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,128,256,True,2.16,16.0,4.95,2539.6,120,177.77
Dell,Inspiron 15,Intel i7-14800H,NVIDIA RTX 4070,128,512,False,1.01,14.0,6.43,3495.2,120,174.76
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 3050,8,1024,False,1.35,13.3,2.54,1506.4,120,90.38
Dell,Inspiron 15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,256,True,1.18,13.3,5.05,1529.61,120,76.48
Dell,Inspiron 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,4096,False,1.17,13.3,4.7,3953.6,120,197.68
Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,128,256,True,1.33,14.0,3.64,2509.6,120,125.48
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,16,4096,True,1.31,13.3,3.13,2397.61,120,119.88
Dell,Latitude 7420,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,256,False,3.49,17.3,6.2,3607.6,120,216.46
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,4096,False,3.32,18.4,4.18,2607.6,120,130.38
